N, Insert, Lookup, Remove
91811,1.497e-05,1.2e-07,4.178e-06
91812,1.4829e-05,1.2e-07,5.908e-06
91813,1.4019e-05,1.23e-07,4.331e-06
91814,2.1445e-05,1.38e-07,8.359e-06
91815,1.7073e-05,1.27e-07,6.333e-06
91816,1.4918e-05,1.25e-07,7.26e-06
91817,1.0645e-05,1.26e-07,3.88e-06
91818,1.9151e-05,1.27e-07,6.28e-06
91819,1.3801e-05,1.26e-07,4.691e-06
91820,1.3041e-05,1.24e-07,4.139e-06
91821,2.2288e-05,1.24e-07,7.357e-06
91822,1.3066e-05,1.23e-07,4.24e-06
91823,1.4802e-05,1.2e-07,4.313e-06
91824,1.7886e-05,1.23e-07,6.773e-06
91825,2.0928e-05,1.28e-07,7.554e-06
91826,1.3672e-05,1.26e-07,5.716e-06
91827,2.2283e-05,1.22e-07,9.149e-06
91828,1.3635e-05,1.41e-07,5.996e-06
91829,1.4578e-05,1.29e-07,4.889e-06
91830,1.6504e-05,1.2e-07,7.031e-06
91831,1.411e-05,1.23e-07,5.048e-06
91832,1.0811e-05,1.23e-07,4.996e-06
91833,1.3769e-05,1.2e-07,3.334e-06
91834,9.444e-06,1.25e-07,3.82e-06
91835,1.2449e-05,1.31e-07,2.657e-06
91836,1.4032e-05,1.26e-07,4.972e-06
91837,8.529e-06,1.25e-07,3.351e-06
91838,1.4139e-05,1.21e-07,5.669e-06
91839,1.5664e-05,1.25e-07,6.723e-06
91840,1.2744e-05,1.3e-07,5.676e-06
91841,1.4743e-05,1.26e-07,6.234e-06
91842,1.4257e-05,1.23e-07,5.396e-06
91843,7.646e-06,1.27e-07,3.56e-06
91844,1.2317e-05,1.27e-07,2.948e-06
91845,2.205e-05,1.35e-07,7.499e-06
91846,1.0799e-05,1.22e-07,3.975e-06
91847,1.8902e-05,1.24e-07,4.655e-06
91848,1.8052e-05,1.27e-07,7.114e-06
91849,1.0492e-05,1.23e-07,3.91e-06
91850,1.5223e-05,1.22e-07,5.509e-06
91851,1.704e-05,1.26e-07,6.289e-06
91852,1.5963e-05,1.22e-07,6.133e-06
91853,1.914e-05,1.23e-07,7.522e-06
91854,1.1555e-05,1.19e-07,4.931e-06
91855,1.1835e-05,1.39e-07,5.62e-06
91856,2.2596e-05,1.26e-07,4.079e-06
91857,1.2092e-05,1.3e-07,5.482e-06
91858,1.1531e-05,1.21e-07,3.879e-06
91859,1.252e-05,1.19e-07,3.231e-06
91860,1.4582e-05,1.23e-07,4.677e-06
91861,1.2472e-05,1.2e-07,4.285e-06
91862,7.547e-06,1.22e-07,3.365e-06
91863,1.5961e-05,1.26e-07,6.271e-06
91864,1.5802e-05,1.27e-07,5.864e-06
91865,1.3733e-05,1.25e-07,5.544e-06
91866,9.198e-06,1.25e-07,2.959e-06
91867,1.3238e-05,1.23e-07,5.055e-06
91868,9.933e-06,1.25e-07,4.802e-06
91869,1.6251e-05,1.25e-07,4.579e-06
91870,2.2456e-05,1.24e-07,9.125e-06
91871,1.4825e-05,1.28e-07,4.318e-06
91872,1.3609e-05,1.26e-07,5.455e-06
91873,1.1728e-05,1.25e-07,3.773e-06
91874,1.2567e-05,1.22e-07,4.316e-06
91875,1.1544e-05,1.22e-07,3.485e-06
91876,1.2803e-05,1.25e-07,5.286e-06
91877,1.2812e-05,1.27e-07,5.743e-06
91878,1.21e-05,1.24e-07,4.011e-06
91879,1.1819e-05,1.25e-07,3.328e-06
91880,1.4592e-05,1.26e-07,5.626e-06
91881,1.9333e-05,1.22e-07,7.082e-06
91882,1.3721e-05,1.26e-07,4.59e-06
91883,1.2292e-05,1.23e-07,5.387e-06
91884,1.8558e-05,1.29e-07,5.538e-06
91885,1.8027e-05,1.27e-07,6.287e-06
91886,1.8032e-05,1.25e-07,5.799e-06
91887,1.2245e-05,1.21e-07,3.664e-06
91888,1.6181e-05,1.27e-07,6.781e-06
91889,1.7356e-05,1.23e-07,7.426e-06
91890,2.0741e-05,1.24e-07,7.073e-06
91891,1.8416e-05,1.22e-07,5.67e-06
91892,1.602e-05,1.27e-07,7.142e-06
91893,1.4622e-05,1.2e-07,6.222e-06
91894,1.383e-05,1.27e-07,4.928e-06
91895,1.7925e-05,1.25e-07,7.317e-06
91896,9.394e-06,1.25e-07,4.357e-06
91897,1.6703e-05,1.32e-07,5.642e-06
91898,9.456e-06,1.21e-07,3.463e-06
91899,1.0445e-05,1.25e-07,4.691e-06
91900,1.2309e-05,1.39e-07,5.064e-06
91901,1.9202e-05,1.25e-07,7.724e-06
91902,1.4766e-05,1.27e-07,5.322e-06
91903,1.1277e-05,1.27e-07,4.674e-06
91904,2.1519e-05,1.35e-07,9.005e-06
91905,1.7599e-05,1.26e-07,6.961e-06
91906,2.0973e-05,1.3e-07,4.297e-06
91907,2.2226e-05,1.27e-07,7.064e-06
91908,1.4529e-05,1.26e-07,4.16e-06
91909,1.2853e-05,1.34e-07,4.595e-06
91910,1.5965e-05,1.24e-07,5.972e-06
91911,2.0551e-05,1.22e-07,4.462e-06
91912,1.7209e-05,1.28e-07,6.261e-06
91913,2.3328e-05,1.27e-07,9.622e-06
91914,2.9606e-05,1.26e-07,9.188e-06
91915,1.2191e-05,1.25e-07,4.228e-06
91916,1.3296e-05,1.26e-07,5.082e-06
91917,1.9866e-05,1.27e-07,6.884e-06
91918,1.471e-05,1.27e-07,5.812e-06
91919,1.3066e-05,1.2e-07,5.393e-06
91920,1.366e-05,1.21e-07,5.437e-06
91921,1.8295e-05,1.28e-07,5.711e-06
91922,1.3434e-05,1.24e-07,5.544e-06
91923,1.4444e-05,1.27e-07,6.788e-06
91924,8.17e-06,1.26e-07,3.437e-06
91925,1.788e-05,1.28e-07,6.434e-06
91926,1.6793e-05,1.19e-07,6.063e-06
91927,2.1822e-05,1.28e-07,3.343e-06
91928,1.4909e-05,1.24e-07,5.166e-06
91929,1.433e-05,1.23e-07,4.64e-06
91930,1.1767e-05,1.27e-07,4.746e-06
91931,1.7981e-05,1.24e-07,7.455e-06
91932,1.3948e-05,1.18e-07,3.822e-06
91933,1.3749e-05,1.24e-07,6.483e-06
91934,1.394e-05,1.24e-07,5.814e-06
91935,8.937e-06,1.23e-07,3.516e-06
91936,1.0831e-05,1.31e-07,2.708e-06
91937,1.7344e-05,1.21e-07,7.945e-06
91938,2.0783e-05,1.25e-07,6.195e-06
91939,1.0353e-05,1.28e-07,4.883e-06
91940,1.6135e-05,1.21e-07,7.301e-06
91941,1.1165e-05,1.28e-07,2.575e-06
91942,3.968e-06,1.25e-07,1.954e-06
91943,9.675e-06,1.25e-07,3.794e-06
91944,1.0777e-05,1.27e-07,3.742e-06
91945,1.1578e-05,1.22e-07,3.389e-06
91946,1.5869e-05,1.22e-07,5.827e-06
91947,1.5106e-05,1.15e-07,6.24e-06
91948,1.3932e-05,1.21e-07,4.977e-06
91949,1.6791e-05,1.23e-07,7.118e-06
91950,1.679e-05,1.28e-07,6.748e-06
91951,1.5106e-05,1.26e-07,5.541e-06
91952,1.7657e-05,1.22e-07,6.163e-06
91953,1.793e-05,1.2e-07,7.069e-06
91954,9.364e-06,1.21e-07,3.855e-06
91955,1.6304e-05,1.2e-07,5.107e-06
91956,1.4912e-05,1.23e-07,5.693e-06
91957,2.2033e-05,1.22e-07,8.842e-06
91958,8.008e-06,1.24e-07,3.53e-06
91959,1.2073e-05,1.25e-07,4.711e-06
91960,1.4931e-05,1.22e-07,4.605e-06
91961,2.2065e-05,1.25e-07,9.115e-06
91962,1.7591e-05,1.26e-07,6.674e-06
91963,1.5322e-05,1.23e-07,5.971e-06
91964,1.134e-05,1.21e-07,4.174e-06
91965,1.5662e-05,1.29e-07,6.165e-06
91966,1.3763e-05,1.24e-07,4.221e-06
91967,1.6751e-05,1.25e-07,5.826e-06
91968,1.7797e-05,1.25e-07,5.043e-06
91969,2.3072e-05,1.2e-07,6.552e-06
91970,1.4092e-05,1.21e-07,4.759e-06
91971,1.6785e-05,1.2e-07,6.319e-06
91972,1.5967e-05,1.21e-07,6.244e-06
91973,1.5244e-05,1.22e-07,4.533e-06
91974,1.8243e-05,1.35e-07,6.16e-06
91975,1.2135e-05,1.28e-07,4.276e-06
91976,9.392e-06,1.21e-07,3.105e-06
91977,1.1239e-05,1.64e-07,4.61e-06
91978,2.064e-05,1.21e-07,5.889e-06
91979,1.2525e-05,1.21e-07,4.185e-06
91980,2.0317e-05,1.29e-07,6.619e-06
91981,1.5523e-05,1.29e-07,5.833e-06
91982,1.1124e-05,1.22e-07,3.02e-06
91983,1.6645e-05,1.17e-07,4.292e-06
91984,1.059e-05,1.19e-07,3.468e-06
91985,1.5537e-05,1.2e-07,4.571e-06
91986,1.0403e-05,1.22e-07,3.539e-06
91987,8.942e-06,1.26e-07,3.14e-06
91988,1.3181e-05,1.26e-07,5.677e-06
91989,1.1657e-05,1.23e-07,3.127e-06
91990,5.785e-06,1.24e-07,2.123e-06
91991,2.6251e-05,1.27e-07,9.421e-06
91992,1.3124e-05,1.26e-07,4.199e-06
91993,2.0206e-05,1.27e-07,8.298e-06
91994,1.6383e-05,1.2e-07,6.264e-06
91995,2.1457e-05,1.26e-07,7.502e-06
91996,7.377e-06,1.28e-07,2.195e-06
91997,1.6923e-05,1.25e-07,6.557e-06
91998,1.5902e-05,1.24e-07,6.607e-06
91999,1.3617e-05,1.27e-07,4.569e-06
92000,1.4099e-05,1.26e-07,4.894e-06
92001,1.8614e-05,1.3e-07,6.12e-06
92002,1.6323e-05,1.32e-07,6.46e-06
92003,1.8921e-05,1.36e-07,7.418e-06
92004,1.7817e-05,1.3e-07,4.702e-06
92005,1.238e-05,1.28e-07,2.956e-06
92006,1.4014e-05,1.26e-07,5.506e-06
92007,1.5768e-05,1.22e-07,6.293e-06
92008,2.0284e-05,1.19e-07,7.589e-06
92009,1.9463e-05,1.23e-07,5.517e-06
92010,1.8023e-05,1.25e-07,6.881e-06
92011,1.2718e-05,1.31e-07,4.496e-06
92012,1.6845e-05,1.26e-07,6.521e-06
92013,1.1894e-05,1.29e-07,3.784e-06
92014,1.905e-05,1.32e-07,6.726e-06
92015,1.0881e-05,1.24e-07,5.039e-06
92016,1.4075e-05,1.27e-07,3.798e-06
92017,1.9112e-05,1.25e-07,5.523e-06
92018,1.4178e-05,1.26e-07,5.302e-06
92019,1.7516e-05,1.25e-07,4.255e-06
92020,1.5346e-05,1.27e-07,5.04e-06
92021,1.569e-05,1.25e-07,4.63e-06
92022,1.2587e-05,1.21e-07,5.864e-06
92023,1.3027e-05,1.24e-07,5.344e-06
92024,1.3617e-05,1.28e-07,4.835e-06
92025,8.287e-06,1.27e-07,2.217e-06
92026,1.2326e-05,1.31e-07,5.059e-06
92027,1.483e-05,1.25e-07,5.716e-06
92028,1.3682e-05,1.28e-07,4.73e-06
92029,1.7131e-05,1.26e-07,6.829e-06
92030,1.3713e-05,1.21e-07,5.84e-06
92031,1.3295e-05,1.24e-07,4.978e-06
92032,1.4722e-05,1.25e-07,5.328e-06
92033,1.3514e-05,1.24e-07,5.355e-06
92034,2.111e-05,1.23e-07,7.69e-06
92035,2.8074e-05,1.31e-07,5.761e-06
92036,1.3502e-05,1.29e-07,3.178e-06
92037,6.199e-06,1.28e-07,1.334e-06
92038,1.3412e-05,1.18e-07,5.404e-06
92039,1.1789e-05,1.19e-07,3.03e-06
92040,1.9054e-05,1.2e-07,6.778e-06
92041,2.0164e-05,1.27e-07,6.849e-06
92042,1.3793e-05,1.2e-07,4.959e-06
92043,1.323e-05,1.19e-07,4.654e-06
92044,1.4558e-05,1.19e-07,6.282e-06
92045,1.3778e-05,1.2e-07,4.597e-06
92046,1.6387e-05,1.26e-07,5.608e-06
92047,1.4724e-05,1.29e-07,5.916e-06
92048,9.553e-06,1.23e-07,4.328e-06
92049,1.6033e-05,1.24e-07,5.473e-06
92050,1.7594e-05,1.31e-07,6.292e-06
92051,1.8561e-05,1.21e-07,6.674e-06
92052,1.4069e-05,1.21e-07,6.658e-06
92053,2.2696e-05,1.25e-07,7.948e-06
92054,1.351e-05,1.23e-07,2.55e-06
92055,1.6089e-05,1.23e-07,6.323e-06
92056,1.1906e-05,1.27e-07,4.869e-06
92057,1.1769e-05,1.31e-07,4.668e-06
92058,1.6634e-05,1.25e-07,4.081e-06
92059,1.7898e-05,1.27e-07,5.827e-06
92060,1.5102e-05,1.24e-07,4.666e-06
92061,2.1661e-05,1.23e-07,6.209e-06
92062,1.5366e-05,1.27e-07,3.945e-06
92063,1.1519e-05,1.25e-07,4.568e-06
92064,1.7764e-05,1.28e-07,6.264e-06
92065,1.2058e-05,1.25e-07,4.192e-06
92066,2.0073e-05,1.19e-07,8.212e-06
92067,1.3736e-05,1.16e-07,5.043e-06
92068,1.031e-05,1.26e-07,4.748e-06
92069,1.5876e-05,1.25e-07,6.247e-06
92070,1.2665e-05,1.33e-07,4.912e-06
92071,1.6294e-05,1.3e-07,3.444e-06
92072,1.4405e-05,1.18e-07,5.787e-06
92073,1.5164e-05,1.23e-07,5.94e-06
92074,2.1646e-05,1.24e-07,7.218e-06
92075,1.3554e-05,1.18e-07,5.999e-06
92076,1.385e-05,1.25e-07,5.574e-06
92077,1.4872e-05,1.22e-07,6.324e-06
92078,1.8947e-05,1.25e-07,5.595e-06
92079,1.5202e-05,1.28e-07,6.278e-06
92080,1.5463e-05,1.32e-07,5.054e-06
92081,1.1978e-05,1.27e-07,3.815e-06
92082,1.2145e-05,1.24e-07,3.012e-06
92083,1.8515e-05,1.25e-07,7.815e-06
92084,1.7595e-05,1.24e-07,6.151e-06
92085,1.5387e-05,1.27e-07,6.315e-06
92086,1.4738e-05,1.29e-07,5.842e-06
92087,1.2739e-05,1.25e-07,3.077e-06
92088,1.9487e-05,1.28e-07,6.765e-06
92089,1.5834e-05,1.26e-07,6.809e-06
92090,1.3875e-05,1.27e-07,4.951e-06
92091,1.1016e-05,1.24e-07,3.368e-06
92092,1.6332e-05,1.27e-07,6.209e-06
92093,1.1623e-05,1.19e-07,3.011e-06
92094,1.138e-05,1.21e-07,4.333e-06
92095,1.2673e-05,1.22e-07,5.526e-06
92096,2.3881e-05,1.21e-07,8.971e-06
92097,1.5568e-05,1.24e-07,3.381e-06
92098,1.2664e-05,1.27e-07,5.301e-06
92099,3.662e-06,1.21e-07,1.321e-06
92100,1.1744e-05,1.31e-07,4.634e-06
92101,1.2959e-05,1.17e-07,4.513e-06
92102,1.4656e-05,1.26e-07,4.073e-06
92103,1.4956e-05,1.3e-07,4.362e-06
92104,1.2167e-05,1.27e-07,5.518e-06
92105,1.5017e-05,1.21e-07,5.032e-06
92106,1.6835e-05,1.27e-07,5.311e-06
92107,1.3818e-05,1.24e-07,6.65e-06
92108,1.1136e-05,1.25e-07,2.563e-06
92109,1.4441e-05,1.22e-07,5.364e-06
92110,1.5672e-05,1.2e-07,6.762e-06
92111,8.015e-06,1.2e-07,4.914e-06
92112,1.574e-05,1.23e-07,4.993e-06
92113,1.9111e-05,1.3e-07,6.317e-06
92114,1.6789e-05,1.19e-07,2.942e-06
92115,1.1463e-05,1.24e-07,3.772e-06
92116,1.9455e-05,1.27e-07,5.821e-06
92117,1.1095e-05,1.21e-07,4.791e-06
92118,9.26e-06,1.28e-07,1.399e-06
92119,1.5622e-05,1.23e-07,5.058e-06
92120,1.2643e-05,1.26e-07,5.374e-06
92121,2.5029e-05,1.27e-07,8.372e-06
92122,2.0443e-05,1.3e-07,5.127e-06
92123,1.5774e-05,1.21e-07,5.438e-06
92124,1.0694e-05,1.19e-07,4.159e-06
92125,2.3826e-05,1.23e-07,5.527e-06
92126,1.2513e-05,1.24e-07,6.432e-06
92127,1.2947e-05,1.25e-07,3.867e-06
92128,1.1385e-05,1.23e-07,3.87e-06
92129,1.6443e-05,1.35e-07,6.555e-06
92130,2.2976e-05,1.22e-07,7.692e-06
92131,1.3134e-05,1.22e-07,4.15e-06
92132,1.2166e-05,1.21e-07,4.608e-06
92133,1.5197e-05,1.27e-07,6.493e-06
92134,1.2273e-05,1.26e-07,4.405e-06
92135,1.108e-05,1.26e-07,3.357e-06
92136,1.6188e-05,1.24e-07,7.263e-06
92137,1.5547e-05,1.23e-07,5.001e-06
92138,1.7232e-05,1.23e-07,4.636e-06
92139,8.902e-06,1.26e-07,3.16e-06
92140,1.2237e-05,1.32e-07,4.911e-06
92141,1.4715e-05,1.17e-07,4.189e-06
92142,2.2166e-05,1.32e-07,7.503e-06
92143,2.1462e-05,1.2e-07,7.275e-06
92144,1.2664e-05,1.25e-07,5.422e-06
92145,1.5268e-05,1.21e-07,6.122e-06
92146,1.2418e-05,1.28e-07,5.104e-06
92147,1.2195e-05,1.22e-07,5.003e-06
92148,1.2835e-05,1.28e-07,3.839e-06
92149,1.245e-05,1.27e-07,3.339e-06
92150,1.3835e-05,1.39e-07,6.179e-06
92151,1.3852e-05,1.2e-07,6.539e-06
92152,1.497e-05,1.27e-07,6.187e-06
92153,1.9172e-05,1.25e-07,5.79e-06
92154,1.0886e-05,1.27e-07,3.416e-06
92155,1.5234e-05,1.27e-07,6.021e-06
92156,1.1114e-05,1.24e-07,3.435e-06
92157,1.3392e-05,1.38e-07,3.425e-06
92158,1.3171e-05,1.33e-07,3.912e-06
92159,1.4208e-05,1.23e-07,6.305e-06
92160,1.5219e-05,1.27e-07,5.604e-06
92161,1.4342e-05,1.27e-07,5.547e-06
92162,1.8838e-05,1.23e-07,4.853e-06
92163,1.3901e-05,1.26e-07,7.23e-06
92164,1.428e-05,1.18e-07,5.802e-06
92165,1.8635e-05,1.26e-07,6.547e-06
92166,1.3032e-05,1.22e-07,1.3897e-05
92167,1.6525e-05,1.29e-07,3.927e-06
92168,1.8311e-05,1.28e-07,7.007e-06
92169,1.5622e-05,1.2e-07,5.143e-06
92170,1.5065e-05,1.23e-07,5.035e-06
92171,7.161e-06,1.2e-07,3.219e-06
92172,2.0005e-05,1.28e-07,6.768e-06
92173,1.4672e-05,1.24e-07,5.861e-06
92174,1.4633e-05,1.37e-07,4.26e-06
92175,1.6013e-05,1.34e-07,5.307e-06
92176,1.222e-05,1.26e-07,5.497e-06
92177,1.5493e-05,1.17e-07,5.8e-06
92178,1.132e-05,1.2e-07,4.445e-06
92179,1.1852e-05,1.2e-07,3.773e-06
92180,1.0278e-05,1.3e-07,4.582e-06
92181,1.2452e-05,1.21e-07,4.496e-06
92182,1.521e-05,1.2e-07,5.647e-06
92183,7.719e-06,1.23e-07,2.197e-06
92184,1.6186e-05,1.34e-07,6.134e-06
92185,1.6144e-05,1.33e-07,6.13e-06
92186,1.5899e-05,1.25e-07,5.536e-06
92187,1.2454e-05,1.31e-07,5.096e-06
92188,1.4742e-05,1.24e-07,4.634e-06
92189,1.2238e-05,1.21e-07,5.077e-06
92190,1.5772e-05,1.25e-07,6.37e-06
92191,1.5941e-05,1.3e-07,6.439e-06
92192,1.0896e-05,1.24e-07,4.185e-06
92193,1.3039e-05,1.23e-07,5.061e-06
92194,1.7909e-05,1.23e-07,6.332e-06
92195,1.6344e-05,1.24e-07,5.929e-06
92196,1.8095e-05,1.3e-07,5.77e-06
92197,1.6777e-05,1.25e-07,5.914e-06
92198,1.02e-05,1.27e-07,3.889e-06
92199,1.5243e-05,1.27e-07,4.114e-06
92200,1.482e-05,1.4e-07,6.982e-06
92201,1.0875e-05,1.22e-07,3.687e-06
92202,7.709e-06,1.2e-07,2.853e-06
92203,1.2011e-05,1.18e-07,5.044e-06
92204,1.5644e-05,1.2e-07,5.816e-06
92205,1.9876e-05,1.22e-07,6.292e-06
92206,9.23e-06,1.43e-07,3.859e-06
92207,1.6442e-05,1.26e-07,6.36e-06
92208,1.3633e-05,1.26e-07,5.211e-06
92209,1.3552e-05,1.27e-07,4.275e-06
92210,1.7447e-05,1.28e-07,7.875e-06
92211,1.9449e-05,1.24e-07,6.217e-06
92212,1.6207e-05,1.26e-07,6.997e-06
92213,1.3839e-05,1.26e-07,4.241e-06
92214,1.3132e-05,1.23e-07,5.106e-06
92215,1.256e-05,1.23e-07,6.135e-06
92216,1.6434e-05,1.26e-07,5.814e-06
92217,1.8703e-05,1.27e-07,7.546e-06
92218,1.8146e-05,1.26e-07,6.784e-06
92219,1.0902e-05,1.23e-07,4.261e-06
92220,1.5514e-05,1.34e-07,3.988e-06
92221,1.567e-05,1.21e-07,6.137e-06
92222,1.1887e-05,1.26e-07,4.902e-06
92223,2.239e-05,1.31e-07,7.49e-06
92224,1.2896e-05,1.3e-07,4.251e-06
92225,1.1102e-05,1.38e-07,4.083e-06
92226,2.0125e-05,1.22e-07,6.701e-06
92227,9.089e-06,1.23e-07,4.142e-06
92228,1.4186e-05,1.26e-07,4.994e-06
92229,1.8985e-05,1.27e-07,5.91e-06
92230,1.7265e-05,1.26e-07,4.406e-06
92231,1.7768e-05,1.27e-07,4.155e-06
92232,1.3496e-05,1.2e-07,5.062e-06
92233,1.4703e-05,1.22e-07,5.372e-06
92234,1.7533e-05,1.27e-07,8.382e-06
92235,1.2292e-05,1.2e-07,2.519e-06
92236,2.055e-05,1.18e-07,6.446e-06
92237,1.1511e-05,1.27e-07,4.513e-06
92238,1.2588e-05,1.3e-07,4.369e-06
92239,8.931e-06,1.19e-07,2.246e-06
92240,1.413e-05,1.21e-07,4.136e-06
92241,1.4575e-05,1.24e-07,5.963e-06
92242,1.5088e-05,1.25e-07,4.754e-06
92243,8.172e-06,1.2e-07,3.844e-06
92244,1.3781e-05,1.27e-07,4.305e-06
92245,1.3264e-05,1.21e-07,2.928e-06
92246,1.7844e-05,1.34e-07,7.85e-06
92247,1.8577e-05,1.26e-07,7.096e-06
92248,1.1306e-05,1.19e-07,4.874e-06
92249,1.7003e-05,1.24e-07,6.905e-06
92250,1.8215e-05,1.33e-07,6.333e-06
92251,1.7519e-05,1.27e-07,7.613e-06
92252,1.6123e-05,1.23e-07,5.521e-06
92253,1.2009e-05,1.26e-07,4.644e-06
92254,1.9438e-05,1.23e-07,7.54e-06
92255,1.6662e-05,1.25e-07,5.867e-06
92256,1.6582e-05,1.25e-07,4.5e-06
92257,7.398e-06,1.26e-07,3.895e-06
92258,1.5072e-05,1.35e-07,4.952e-06
92259,1.3861e-05,1.27e-07,5.01e-06
92260,1.6009e-05,1.25e-07,5.819e-06
92261,1.2272e-05,1.23e-07,5.542e-06
92262,1.0921e-05,1.24e-07,5.368e-06
92263,1.6372e-05,1.28e-07,4.884e-06
92264,1.0951e-05,1.21e-07,4.447e-06
92265,2.1568e-05,1.26e-07,7.674e-06
92266,1.6906e-05,1.24e-07,6.207e-06
92267,1.3367e-05,1.35e-07,5.652e-06
92268,1.2068e-05,1.26e-07,4.994e-06
92269,1.8926e-05,1.3e-07,7.024e-06
92270,1.8973e-05,1.28e-07,6.782e-06
92271,1.8327e-05,1.25e-07,4.609e-06
92272,1.4988e-05,1.25e-07,2.991e-06
92273,1.9389e-05,1.26e-07,7.022e-06
92274,1.4604e-05,1.28e-07,5.314e-06
92275,1.205e-05,1.33e-07,3.356e-06
92276,1.4159e-05,1.26e-07,6.458e-06
92277,1.6767e-05,1.25e-07,6.493e-06
92278,9.412e-06,1.29e-07,4.482e-06
92279,1.751e-05,1.27e-07,5.033e-06
92280,1.3658e-05,1.25e-07,5.674e-06
92281,2.1488e-05,1.31e-07,7.703e-06
92282,1.2511e-05,1.27e-07,4.877e-06
92283,9.922e-06,1.26e-07,3.381e-06
92284,1.5672e-05,1.24e-07,4.963e-06
92285,1.2264e-05,1.24e-07,5.071e-06
92286,1.3645e-05,1.19e-07,5.957e-06
92287,1.2631e-05,1.22e-07,4.593e-06
92288,1.3153e-05,1.31e-07,4.24e-06
92289,1.0339e-05,1.24e-07,3.378e-06
92290,1.5231e-05,1.25e-07,4.673e-06
92291,1.1767e-05,1.26e-07,4.648e-06
92292,1.723e-05,1.26e-07,3.838e-06
92293,2.0872e-05,1.28e-07,7.861e-06
92294,1.1967e-05,1.28e-07,4.518e-06
92295,1.4674e-05,1.2e-07,6.911e-06
92296,1.8952e-05,1.25e-07,7.411e-06
92297,1.1392e-05,1.26e-07,4.639e-06
92298,1.1297e-05,1.56e-07,4.05e-06
92299,2.6514e-05,1.29e-07,8.157e-06
92300,1.8097e-05,1.25e-07,3.405e-06
92301,1.3755e-05,1.23e-07,6.713e-06
92302,1.316e-05,1.26e-07,5.62e-06
92303,1.1626e-05,1.25e-07,5.331e-06
92304,1.3101e-05,1.26e-07,4.677e-06
92305,7.867e-06,1.32e-07,2.326e-06
92306,1.156e-05,1.3e-07,4.383e-06
92307,1.9584e-05,1.27e-07,6.342e-06
92308,1.6006e-05,1.27e-07,6.296e-06
92309,1.1996e-05,1.25e-07,3.799e-06
92310,6.251e-06,1.25e-07,2.675e-06
92311,1.766e-05,1.22e-07,5.334e-06
92312,8.701e-06,1.26e-07,3.039e-06
92313,1.4012e-05,1.28e-07,4.195e-06
92314,1.4314e-05,1.24e-07,4.733e-06
92315,1.9366e-05,1.28e-07,6.381e-06
92316,8.096e-06,1.27e-07,4.096e-06
92317,1.2667e-05,1.21e-07,3.789e-06
92318,1.7257e-05,1.29e-07,5.478e-06
92319,1.2808e-05,1.26e-07,5.778e-06
92320,2.2814e-05,1.3e-07,9.077e-06
92321,1.9161e-05,1.27e-07,8.078e-06
92322,1.6772e-05,1.26e-07,6.57e-06
92323,1.0473e-05,1.25e-07,4.979e-06
92324,1.3567e-05,1.26e-07,4.575e-06
92325,1.3099e-05,1.2e-07,4.265e-06
92326,2.1404e-05,1.25e-07,5.069e-06
92327,1.701e-05,1.27e-07,6.729e-06
92328,1.443e-05,1.23e-07,5.842e-06
92329,1.555e-05,1.34e-07,6.834e-06
92330,1.0026e-05,1.25e-07,3.372e-06
92331,1.7522e-05,1.24e-07,5.592e-06
92332,1.6124e-05,1.27e-07,7.566e-06
92333,2.0116e-05,1.29e-07,8.306e-06
92334,1.1596e-05,1.25e-07,4.029e-06
92335,1.5006e-05,1.25e-07,4.934e-06
92336,8.68e-06,1.22e-07,3.354e-06
92337,1.5319e-05,1.26e-07,6.632e-06
92338,1.4632e-05,1.24e-07,6.976e-06
92339,1.5534e-05,1.27e-07,5.581e-06
92340,1.4199e-05,1.26e-07,4.262e-06
92341,1.6823e-05,1.26e-07,4.267e-06
92342,1.5586e-05,1.26e-07,3.982e-06
92343,1.5605e-05,1.32e-07,5.458e-06
92344,1.5723e-05,1.22e-07,4.664e-06
92345,1.686e-05,1.23e-07,6.746e-06
92346,1.3386e-05,1.26e-07,5.73e-06
92347,1.2103e-05,1.26e-07,2.667e-06
92348,1.3344e-05,1.25e-07,3.697e-06
92349,1.3985e-05,1.33e-07,5.118e-06
92350,1.9229e-05,1.26e-07,5.48e-06
92351,1.6285e-05,1.26e-07,6.831e-06
92352,1.3624e-05,1.23e-07,4.247e-06
92353,6.742e-06,1.26e-07,3.001e-06
92354,1.0259e-05,1.22e-07,4.405e-06
92355,1.7839e-05,1.29e-07,5.511e-06
92356,1.5983e-05,1.3e-07,6.755e-06
92357,1.6973e-05,1.2e-07,5.571e-06
92358,9.078e-06,1.21e-07,3.37e-06
92359,1.1487e-05,1.22e-07,3.483e-06
92360,1.2907e-05,1.16e-07,5.425e-06
92361,1.4212e-05,1.26e-07,5.421e-06
92362,1.7946e-05,1.24e-07,4.544e-06
92363,1.6842e-05,1.31e-07,5.769e-06
92364,1.8313e-05,1.24e-07,6.516e-06
92365,1.7203e-05,1.27e-07,4.665e-06
92366,1.5028e-05,1.27e-07,5.056e-06
92367,1.3582e-05,1.28e-07,5.016e-06
92368,5.879e-06,1.22e-07,2.45e-06
92369,1.2947e-05,1.18e-07,3.422e-06
92370,1.5181e-05,1.23e-07,5.142e-06
92371,1.3205e-05,1.23e-07,3.039e-06
92372,1.2472e-05,1.18e-07,5.463e-06
92373,1.3871e-05,1.28e-07,6.002e-06
