N, Insert, Lookup, Remove
603,6.294e-06,1.22e-07,2.481e-06
604,6.662e-06,1.22e-07,2.976e-06
605,5.728e-06,1.23e-07,2.963e-06
606,5.563e-06,1.32e-07,2.609e-06
607,9.09e-06,1.31e-07,2.15e-06
608,7.8e-06,1.23e-07,2.605e-06
609,7.538e-06,1.21e-07,3.392e-06
610,1.2068e-05,1.22e-07,3.723e-06
611,6.946e-06,1.27e-07,2.907e-06
612,5.703e-06,1.2e-07,1.753e-06
613,4.881e-06,1.26e-07,1.841e-06
614,1.0633e-05,1.28e-07,4.187e-06
615,5.704e-06,1.18e-07,2.651e-06
616,8.941e-06,1.19e-07,3.513e-06
617,5.575e-06,1.23e-07,1.343e-06
618,8.4e-06,1.21e-07,4.34e-06
619,8.304e-06,1.25e-07,2.134e-06
620,8.115e-06,1.13e-07,4.14e-06
621,7.933e-06,1.18e-07,2.483e-06
622,6.895e-06,1.27e-07,2.459e-06
623,8.112e-06,1.21e-07,4.357e-06
624,1.263e-05,1.22e-07,2.569e-06
625,7.045e-06,1.25e-07,3.46e-06
626,6.849e-06,1.26e-07,2.473e-06
627,8.83e-06,1.21e-07,3.957e-06
628,7.447e-06,1.24e-07,2.178e-06
629,6.334e-06,1.22e-07,2.165e-06
630,1.0066e-05,1.22e-07,2.449e-06
631,6.174e-06,1.29e-07,3.32e-06
632,1.2939e-05,1.26e-07,5.679e-06
633,5.245e-06,1.2e-07,2.127e-06
634,8.879e-06,1.22e-07,2.503e-06
635,7.184e-06,1.22e-07,2.949e-06
636,5.55e-06,1.21e-07,9.17e-07
637,7.837e-06,1.19e-07,2.452e-06
638,8.24e-06,1.26e-07,2.968e-06
639,6.148e-06,1.18e-07,2.485e-06
640,2.728e-06,1.22e-07,1.287e-06
641,9.258e-06,1.18e-07,3.346e-06
642,8.522e-06,1.19e-07,3.694e-06
643,6.896e-06,1.28e-07,2.631e-06
644,4.823e-06,1.2e-07,1.283e-06
645,8.07e-06,1.22e-07,2.972e-06
646,1.0557e-05,1.3e-07,3.361e-06
647,8.317e-06,1.2e-07,2.976e-06
648,4.953e-06,1.22e-07,2.454e-06
649,9.944e-06,1.17e-07,2.493e-06
650,5.921e-06,1.28e-07,3.14e-06
651,3.558e-06,1.21e-07,1.728e-06
652,1.2281e-05,1.31e-07,3.749e-06
653,7.778e-06,1.21e-07,2.877e-06
654,1.1698e-05,1.23e-07,3.816e-06
655,5.03e-06,1.23e-07,2.863e-06
656,1.1125e-05,1.31e-07,1.995e-06
657,8.543e-06,1.24e-07,2.727e-06
658,5.332e-06,1.21e-07,1.654e-06
659,7.766e-06,1.18e-07,3.886e-06
660,7.789e-06,1.18e-07,1.725e-06
661,9.267e-06,1.22e-07,3.844e-06
662,5.264e-06,1.25e-07,2.159e-06
663,4.136e-06,1.19e-07,2.467e-06
664,9.179e-06,1.24e-07,2.565e-06
665,7.645e-06,1.19e-07,2.149e-06
666,6.887e-06,1.31e-07,3.294e-06
667,4.414e-06,1.24e-07,1.256e-06
668,8.152e-06,1.26e-07,3.019e-06
669,6.315e-06,1.28e-07,2.501e-06
670,1.6381e-05,1.29e-07,4.934e-06
671,3.969e-06,1.2e-07,1.211e-06
672,6.583e-06,1.19e-07,2.824e-06
673,1.0865e-05,1.26e-07,3.505e-06
674,5.243e-06,1.22e-07,2.137e-06
675,5.566e-06,1.22e-07,1.738e-06
676,5.139e-06,1.24e-07,1.841e-06
677,7.838e-06,1.22e-07,3.648e-06
678,5.38e-06,1.24e-07,2.967e-06
679,1.214e-05,1.22e-07,2.463e-06
680,6.228e-06,1.24e-07,2.475e-06
681,1.2894e-05,1.22e-07,4.102e-06
682,5.115e-06,1.2e-07,1.755e-06
683,8.094e-06,1.21e-07,4.183e-06
684,8.952e-06,1.4e-07,1.767e-06
685,9.453e-06,1.18e-07,3.804e-06
686,6.987e-06,1.23e-07,1.36e-06
687,1.2498e-05,1.21e-07,4.113e-06
688,9.043e-06,1.3e-07,1.774e-06
689,5.968e-06,1.22e-07,2.964e-06
690,3.337e-06,1.22e-07,1.725e-06
691,5.437e-06,1.21e-07,1.677e-06
692,1.0207e-05,1.29e-07,3.491e-06
693,6.686e-06,1.27e-07,3.44e-06
694,7.231e-06,1.23e-07,2.118e-06
695,8.235e-06,1.23e-07,3.28e-06
696,5.927e-06,1.21e-07,2.06e-06
697,4.004e-06,1.24e-07,2.183e-06
698,1.0044e-05,1.17e-07,4.644e-06
699,1.1188e-05,1.23e-07,3.931e-06
700,3.99e-06,1.19e-07,2.155e-06
701,6.772e-06,1.18e-07,1.301e-06
702,1.0972e-05,1.23e-07,3.882e-06
703,4.91e-06,1.23e-07,2.192e-06
704,8.413e-06,1.36e-07,3.667e-06
705,1.1153e-05,1.21e-07,1.002e-06
706,5.88e-06,1.24e-07,2.4e-06
707,1.0198e-05,1.21e-07,4.601e-06
708,9.393e-06,1.2e-07,3.346e-06
709,3.553e-06,1.17e-07,9.65e-07
710,7.282e-06,1.22e-07,2.947e-06
711,1.111e-05,1.23e-07,4.463e-06
712,7.325e-06,1.19e-07,2.69e-06
713,1.3956e-05,1.25e-07,4.926e-06
714,5.673e-06,1.18e-07,2.826e-06
715,8.737e-06,1.18e-07,3.149e-06
716,9.997e-06,1.29e-07,4.563e-06
717,9.909e-06,1.29e-07,4.014e-06
718,8.382e-06,1.22e-07,1.24e-06
719,1.2872e-05,1.21e-07,4.486e-06
720,6.854e-06,1.31e-07,2.931e-06
721,1.2973e-05,1.26e-07,2.506e-06
722,1.3948e-05,1.23e-07,5.402e-06
723,5.451e-06,1.24e-07,2.274e-06
724,4.08e-06,1.39e-07,1.799e-06
725,8.307e-06,1.2e-07,3.503e-06
726,8.266e-06,1.2e-07,2.549e-06
727,9.197e-06,1.22e-07,3.493e-06
728,5.998e-06,1.18e-07,2.477e-06
729,6.709e-06,1.18e-07,1.691e-06
730,6.787e-06,1.24e-07,2.912e-06
731,8.594e-06,1.21e-07,3.721e-06
732,1.2921e-05,1.26e-07,2.381e-06
733,4.429e-06,1.2e-07,1.363e-06
734,4.452e-06,1.22e-07,1.728e-06
735,7.471e-06,1.21e-07,3.03e-06
736,8.115e-06,1.19e-07,3.807e-06
737,6.253e-06,1.22e-07,2.475e-06
738,5.598e-06,1.18e-07,1.644e-06
739,6.516e-06,1.2e-07,3.331e-06
740,1.0171e-05,1.2e-07,3.741e-06
741,6.675e-06,1.24e-07,2.862e-06
742,8.128e-06,1.25e-07,2.622e-06
743,1.2664e-05,1.22e-07,4.891e-06
744,9.633e-06,1.22e-07,4.365e-06
745,6.195e-06,1.19e-07,2.452e-06
746,1.1225e-05,1.25e-07,3.221e-06
747,5.995e-06,1.29e-07,2.418e-06
748,6.247e-06,1.22e-07,2.403e-06
749,9.436e-06,1.21e-07,3.27e-06
750,9.759e-06,1.38e-07,1.44e-06
751,9.87e-06,1.27e-07,3.433e-06
752,6.24e-06,1.22e-07,3.289e-06
753,8.001e-06,1.23e-07,2.189e-06
754,7.657e-06,1.21e-07,2.61e-06
755,8.422e-06,1.31e-07,2.977e-06
756,7.373e-06,1.2e-07,3.321e-06
757,7.371e-06,1.2e-07,3.704e-06
758,5.018e-06,1.22e-07,1.835e-06
759,4.74e-06,1.31e-07,1.266e-06
760,7.798e-06,1.18e-07,1.749e-06
761,7.918e-06,1.22e-07,3.828e-06
762,1.0863e-05,1.23e-07,3.839e-06
763,8.129e-06,1.24e-07,2.942e-06
764,3.066e-06,1.21e-07,1.322e-06
765,1.2028e-05,1.25e-07,4.163e-06
766,1.0855e-05,1.17e-07,4.591e-06
767,8.779e-06,1.18e-07,3.885e-06
768,8.796e-06,1.27e-07,1.797e-06
769,7.075e-06,1.17e-07,3.385e-06
770,5.88e-06,1.19e-07,2.85e-06
771,7.79e-06,1.23e-07,4.548e-06
772,9.391e-06,1.21e-07,3.719e-06
773,5.617e-06,1.26e-07,1.899e-06
774,4.952e-06,1.25e-07,2.157e-06
775,1.0837e-05,1.32e-07,4.12e-06
776,1.3186e-05,1.25e-07,2.338e-06
777,9.172e-06,1.17e-07,4.133e-06
778,5.818e-06,1.23e-07,2.024e-06
779,1.0183e-05,1.18e-07,2.906e-06
780,7.992e-06,1.2e-07,3.745e-06
781,6.388e-06,1.21e-07,2.12e-06
782,1.1024e-05,1.23e-07,4.761e-06
783,8.036e-06,1.23e-07,3.423e-06
784,1.0279e-05,1.25e-07,4.473e-06
785,9.382e-06,1.29e-07,2.942e-06
786,1.0339e-05,1.19e-07,4.834e-06
787,1.1125e-05,1.24e-07,4.178e-06
788,8.345e-06,1.22e-07,3.94e-06
789,7.225e-06,1.4e-07,3.598e-06
790,1.3497e-05,1.17e-07,3.791e-06
791,7.231e-06,1.2e-07,9.62e-07
792,6.89e-06,1.21e-07,2.5e-06
793,5.941e-06,1.26e-07,2.143e-06
794,7.903e-06,1.21e-07,3.485e-06
795,1.003e-05,1.2e-07,3.793e-06
796,9.086e-06,1.27e-07,4.854e-06
797,7.417e-06,1.24e-07,2.133e-06
798,7.659e-06,1.26e-07,2.979e-06
799,8.56e-06,1.46e-07,3.506e-06
800,7.688e-06,1.29e-07,3.182e-06
801,5.478e-06,1.21e-07,2.142e-06
802,1.1718e-05,1.17e-07,2.555e-06
803,7.008e-06,1.23e-07,3.044e-06
804,6.377e-06,1.21e-07,2.398e-06
805,7.988e-06,1.21e-07,2.145e-06
806,7.658e-06,1.18e-07,2.962e-06
807,5.26e-06,1.15e-07,2.09e-06
808,8.869e-06,1.28e-07,3.244e-06
809,7.35e-06,1.22e-07,2.701e-06
810,8.259e-06,1.28e-07,3e-06
811,7.785e-06,1.22e-07,1.729e-06
812,9.86e-06,1.21e-07,3.845e-06
813,4.805e-06,1.47e-07,1.948e-06
814,7.521e-06,1.2e-07,3.306e-06
815,4.0427e-05,1.28e-07,3.011e-06
816,1.0884e-05,1.3e-07,2.666e-06
817,8.55e-06,1.21e-07,3.836e-06
818,4.821e-06,1.21e-07,1.251e-06
819,1.255e-06,1.23e-07,8.5e-07
820,7.063e-06,1.23e-07,3.455e-06
821,8.199e-06,1.23e-07,3.659e-06
822,4.724e-06,1.24e-07,2.104e-06
823,1.3421e-05,1.21e-07,4.49e-06
824,9.047e-06,1.21e-07,2.96e-06
825,6.511e-06,1.24e-07,2.12e-06
826,6.323e-06,1.22e-07,2.777e-06
827,6.513e-06,1.27e-07,2.11e-06
828,8.963e-06,1.23e-07,1.676e-06
829,9.509e-06,1.24e-07,5.094e-06
830,6.797e-06,1.17e-07,2.508e-06
831,5.884e-06,1.21e-07,2.565e-06
832,3.53e-06,1.21e-07,1.711e-06
833,1.1424e-05,1.31e-07,4.232e-06
834,1.1643e-05,1.22e-07,4.943e-06
835,1.0731e-05,1.25e-07,3.8e-06
836,1.1419e-05,1.22e-07,1.677e-06
837,1.002e-05,1.3e-07,3.721e-06
838,1.0508e-05,1.22e-07,2.883e-06
839,5.498e-06,1.32e-07,9.59e-07
840,1.2842e-05,1.28e-07,4.645e-06
841,1.3112e-05,1.21e-07,5.442e-06
842,7.196e-06,1.19e-07,2.558e-06
843,7.981e-06,1.17e-07,4.924e-06
844,1.1545e-05,1.2e-07,3.36e-06
845,5.686e-06,1.22e-07,2.187e-06
846,5.11e-06,1.2e-07,1.261e-06
847,6.833e-06,1.2e-07,3.179e-06
848,4.902e-06,1.22e-07,1.737e-06
849,7.186e-06,1.19e-07,1.749e-06
850,1.1731e-05,1.25e-07,2.895e-06
851,6.384e-06,1.26e-07,3.265e-06
852,8.231e-06,1.21e-07,2.628e-06
853,4.76e-06,1.3e-07,1.308e-06
854,5.906e-06,1.14e-07,2.047e-06
855,9.417e-06,1.22e-07,3.395e-06
856,7.819e-06,1.2e-07,1.901e-06
857,3.145e-06,1.21e-07,1.916e-06
858,1.0722e-05,1.22e-07,5.424e-06
859,6.404e-06,1.25e-07,1.794e-06
860,1.1025e-05,1.21e-07,4.014e-06
861,8.302e-06,1.34e-07,3.404e-06
862,6.763e-06,1.27e-07,3.273e-06
863,7.81e-06,1.2e-07,2.968e-06
864,1.737e-06,1.27e-07,1.31e-06
865,8.196e-06,1.18e-07,2.969e-06
866,6.265e-06,1.24e-07,3.339e-06
867,5.446e-06,1.24e-07,2.553e-06
868,8.656e-06,1.21e-07,2.553e-06
869,4.386e-06,1.18e-07,2.084e-06
870,1.0128e-05,1.31e-07,4.401e-06
871,8.4e-06,1.22e-07,2.068e-06
872,8.819e-06,1.22e-07,3.481e-06
873,7.23e-06,1.23e-07,3.04e-06
874,6.499e-06,1.29e-07,2.299e-06
875,6.936e-06,1.23e-07,2.95e-06
876,9.648e-06,1.19e-07,4.452e-06
877,5.391e-06,1.26e-07,2.984e-06
878,1.2321e-05,1.3e-07,3.809e-06
879,9.954e-06,1.18e-07,3.705e-06
880,1.4414e-05,1.3e-07,5.285e-06
881,9.977e-06,1.22e-07,4.497e-06
882,6.297e-06,1.23e-07,3.428e-06
883,5.321e-06,1.27e-07,2.763e-06
884,6.988e-06,1.2e-07,1.685e-06
885,6.287e-06,1.2e-07,2.501e-06
886,1.0686e-05,1.3e-07,3.24e-06
887,1.3331e-05,1.2e-07,4.573e-06
888,1.2378e-05,1.22e-07,4.265e-06
889,9.421e-06,1.23e-07,4.148e-06
890,6.936e-06,1.19e-07,9.19e-07
891,5.757e-06,1.17e-07,2.518e-06
892,8.616e-06,1.29e-07,2.928e-06
893,4.885e-06,1.18e-07,2.467e-06
894,5.724e-06,1.25e-07,2.546e-06
895,5.875e-06,1.29e-07,2.978e-06
896,5.086e-06,1.2e-07,2.055e-06
897,6.777e-06,1.2e-07,1.298e-06
898,9.994e-06,1.29e-07,4.246e-06
899,1.0978e-05,1.2e-07,2.81e-06
900,4.461e-06,1.23e-07,2.429e-06
901,1.0416e-05,1.21e-07,3.857e-06
902,7.464e-06,1.2e-07,2.642e-06
903,8.102e-06,1.21e-07,1.33e-06
904,4.933e-06,1.21e-07,2.574e-06
905,8.679e-06,1.3e-07,4.263e-06
906,1.0384e-05,1.24e-07,2.97e-06
907,5.713e-06,1.2e-07,2.454e-06
908,4.847e-06,1.21e-07,1.913e-06
909,9.994e-06,1.18e-07,3.768e-06
910,1.0043e-05,1.19e-07,3.922e-06
911,8.185e-06,1.32e-07,4.347e-06
912,1.0666e-05,1.22e-07,2.475e-06
913,1.1107e-05,1.23e-07,3.755e-06
914,8.613e-06,1.18e-07,2.828e-06
915,1.0121e-05,1.23e-07,3.31e-06
916,6.34e-06,1.23e-07,1.752e-06
917,4.918e-06,1.25e-07,1.791e-06
918,4.953e-06,1.21e-07,1.718e-06
919,9.516e-06,1.23e-07,4.894e-06
920,8.47e-06,1.21e-07,2.975e-06
921,1.0304e-05,1.22e-07,3.886e-06
922,7.576e-06,1.2e-07,2.539e-06
923,8.351e-06,1.22e-07,4.173e-06
924,1.1412e-05,1.28e-07,1.745e-06
925,6.289e-06,1.22e-07,1.689e-06
926,1.0485e-05,1.24e-07,4.484e-06
927,5.796e-06,1.2e-07,3.062e-06
928,5.698e-06,1.21e-07,2.122e-06
929,8.159e-06,1.3e-07,1.808e-06
930,6.414e-06,1.2e-07,3.005e-06
931,6.848e-06,1.22e-07,3.454e-06
932,1.174e-05,1.22e-07,4.552e-06
933,8.118e-06,1.21e-07,3.017e-06
934,4.418e-06,1.21e-07,2.29e-06
935,8.317e-06,1.2e-07,3.758e-06
936,7.391e-06,1.19e-07,9.18e-07
937,1.1604e-05,1.2e-07,4.179e-06
938,8.104e-06,1.21e-07,3.332e-06
939,5.791e-06,1.18e-07,2.838e-06
940,8.788e-06,1.25e-07,2.692e-06
941,1.0206e-05,1.2e-07,2.939e-06
942,6.07e-06,1.21e-07,2.992e-06
943,5.779e-06,1.24e-07,1.609e-06
944,1.162e-05,1.24e-07,4.587e-06
945,6.169e-06,1.21e-07,2.515e-06
946,2.169e-06,1.26e-07,1.457e-06
947,1.174e-05,1.21e-07,4.15e-06
948,4.103e-06,1.22e-07,1.287e-06
949,7.571e-06,1.21e-07,3.351e-06
950,1.0794e-05,1.23e-07,3.028e-06
951,1.0291e-05,1.22e-07,5.156e-06
952,5.851e-06,1.23e-07,2.497e-06
953,5.674e-06,1.22e-07,2.949e-06
954,3.074e-06,1.19e-07,1.81e-06
955,8.585e-06,1.44e-07,1.924e-06
956,1.0305e-05,1.19e-07,4.058e-06
957,8.737e-06,1.28e-07,2.48e-06
958,1.1826e-05,1.21e-07,2.975e-06
959,7.188e-06,1.29e-07,2.688e-06
960,6.509e-06,1.22e-07,2.662e-06
961,9.321e-06,1.28e-07,3.479e-06
962,1.0273e-05,1.21e-07,4.046e-06
963,1.4872e-05,1.26e-07,3.762e-06
964,1.0172e-05,1.36e-07,3.833e-06
965,9.797e-06,1.27e-07,3.644e-06
966,6.589e-06,1.21e-07,2.402e-06
967,6.357e-06,1.2e-07,2.492e-06
968,5.685e-06,1.22e-07,1.67e-06
969,1.0547e-05,1.23e-07,2.064e-06
970,7.067e-06,1.21e-07,2.946e-06
971,7.167e-06,1.22e-07,3.796e-06
972,9.133e-06,1.2e-07,4.385e-06
973,5.638e-06,1.26e-07,1.743e-06
974,8.778e-06,1.23e-07,1.758e-06
975,1.1074e-05,1.19e-07,2.872e-06
976,3.016e-06,1.2e-07,1.291e-06
977,1.0152e-05,1.33e-07,2.913e-06
978,7.318e-06,1.2e-07,2.153e-06
979,6.069e-06,1.28e-07,2.605e-06
980,1.2022e-05,1.25e-07,5.162e-06
981,6.582e-06,1.2e-07,9.33e-07
982,4.947e-06,1.17e-07,2.517e-06
983,1.3236e-05,1.17e-07,4.901e-06
984,4.943e-06,1.26e-07,2.099e-06
985,7.58e-06,1.19e-07,3.345e-06
986,7.759e-06,1.22e-07,1.863e-06
987,7.969e-06,1.21e-07,3.765e-06
988,5.789e-06,1.2e-07,2.484e-06
989,1.1067e-05,1.27e-07,1.281e-06
990,8.238e-06,1.29e-07,3.701e-06
991,1.0171e-05,1.23e-07,2.917e-06
992,7.079e-06,1.19e-07,2.196e-06
993,6.398e-06,1.21e-07,9.14e-07
994,6.79e-06,1.21e-07,3.327e-06
995,9.443e-06,1.18e-07,2.188e-06
996,1.0566e-05,1.22e-07,4.772e-06
997,1.1346e-05,1.19e-07,4.911e-06
998,6.184e-06,1.21e-07,2.862e-06
999,6.935e-06,1.22e-07,2.106e-06
1000,5.345e-06,1.2e-07,2.408e-06
1001,1.2862e-05,1.19e-07,4.264e-06
1002,6.728e-06,1.23e-07,2.178e-06
1003,1.513e-05,1.16e-07,5.64e-06
1004,7.336e-06,1.27e-07,2.973e-06
1005,7.468e-06,1.3e-07,3.541e-06
1006,6.609e-06,1.57e-07,2e-06
1007,9.884e-06,1.21e-07,3.606e-06
1008,1.0019e-05,1.24e-07,3.945e-06
1009,8.512e-06,1.21e-07,3.747e-06
1010,6.335e-06,1.22e-07,1.86e-06
1011,1.036e-05,1.24e-07,4.175e-06
1012,1.0431e-05,1.34e-07,3.845e-06
1013,7.694e-06,1.24e-07,2.728e-06
1014,8.869e-06,1.23e-07,2.475e-06
1015,1.5666e-05,1.2e-07,4.151e-06
1016,4.88e-06,1.2e-07,2.097e-06
1017,7.34e-06,1.2e-07,2.932e-06
1018,5.991e-06,1.23e-07,1.683e-06
1019,5.743e-06,1.23e-07,1.672e-06
1020,7.276e-06,1.18e-07,3.742e-06
1021,5.356e-06,1.19e-07,2.464e-06
1022,8.435e-06,1.2e-07,2.142e-06
1023,1.0325e-05,1.22e-07,1.812e-06
1024,8.939e-06,1.2e-07,4.574e-06
1025,3.9108e-05,1.42e-07,3.104e-06
1026,1.0421e-05,1.37e-07,3.462e-06
1027,9.649e-06,1.24e-07,5.377e-06
1028,7.686e-06,1.18e-07,2.105e-06
1029,8.255e-06,1.18e-07,2.429e-06
1030,7.4e-06,1.18e-07,2.867e-06
1031,1.088e-05,1.27e-07,4.212e-06
1032,9.731e-06,1.29e-07,4.153e-06
1033,8.462e-06,1.22e-07,2.595e-06
1034,1.2185e-05,1.23e-07,4.13e-06
1035,5.525e-06,1.2e-07,2.518e-06
1036,1.0017e-05,1.23e-07,4.397e-06
1037,8.238e-06,1.16e-07,2.893e-06
1038,8.876e-06,1.26e-07,3.153e-06
1039,7.396e-06,1.2e-07,2.516e-06
1040,5.096e-06,1.18e-07,2.444e-06
1041,1.066e-05,1.16e-07,3.993e-06
1042,4.181e-06,1.22e-07,1.952e-06
1043,9.661e-06,1.38e-07,3.348e-06
1044,1.1553e-05,1.19e-07,2.571e-06
1045,7.893e-06,1.33e-07,2.95e-06
1046,1.0454e-05,1.28e-07,4.72e-06
1047,7.182e-06,1.21e-07,2.833e-06
1048,7.951e-06,1.28e-07,2.978e-06
1049,6.644e-06,1.25e-07,2.524e-06
1050,1.4378e-05,1.3e-07,5.605e-06
1051,5.332e-06,1.17e-07,2.975e-06
1052,9.359e-06,1.23e-07,4.118e-06
1053,4.337e-06,1.26e-07,1.757e-06
1054,1.9006e-05,1.3e-07,3.144e-06
1055,7.61e-06,1.19e-07,2.475e-06
1056,5.745e-06,1.22e-07,2.562e-06
1057,9.309e-06,1.28e-07,2.243e-06
1058,7.822e-06,1.22e-07,2.537e-06
1059,7.539e-06,1.2e-07,3.62e-06
1060,7.955e-06,1.16e-07,2.554e-06
1061,8.557e-06,1.22e-07,2.427e-06
1062,7.179e-06,1.27e-07,3.773e-06
1063,8.096e-06,1.21e-07,9.01e-07
1064,8.465e-06,1.2e-07,4.074e-06
1065,8.18e-06,1.23e-07,3.681e-06
1066,6.259e-06,1.21e-07,3.871e-06
1067,1.1042e-05,1.23e-07,3.2e-06
1068,1.1761e-05,1.3e-07,4.917e-06
1069,5.835e-06,1.21e-07,1.672e-06
1070,1.0161e-05,1.28e-07,3e-06
1071,7.947e-06,1.2e-07,1.714e-06
1072,3.602e-06,1.23e-07,1.704e-06
1073,9.085e-06,1.28e-07,2.954e-06
1074,1.0241e-05,1.17e-07,3.258e-06
1075,1.0087e-05,1.24e-07,4.638e-06
1076,2.679e-06,1.28e-07,1.909e-06
1077,7.237e-06,1.15e-07,2.451e-06
1078,2.687e-06,1.18e-07,1.407e-06
1079,6.849e-06,1.18e-07,1.28e-06
1080,5.46e-06,1.18e-07,2.137e-06
1081,1.2036e-05,1.37e-07,4.619e-06
1082,9.434e-06,1.19e-07,2.703e-06
1083,1.0738e-05,1.14e-07,2.908e-06
1084,4.894e-06,1.15e-07,2.127e-06
1085,1.2539e-05,1.21e-07,4.441e-06
1086,5.399e-06,1.14e-07,1.311e-06
1087,9.769e-06,1.19e-07,4.038e-06
1088,4.508e-06,1.24e-07,1.87e-06
1089,1.073e-05,1.18e-07,4.106e-06
1090,1.0295e-05,1.24e-07,2.164e-06
1091,5.295e-06,1.22e-07,2.401e-06
1092,9.04e-06,1.23e-07,2.973e-06
1093,9.316e-06,1.19e-07,4.249e-06
1094,1.0024e-05,1.21e-07,3.321e-06
1095,2.249e-06,1.19e-07,1.344e-06
1096,4.777e-06,1.22e-07,1.686e-06
1097,1.1537e-05,1.21e-07,2.498e-06
1098,7.825e-06,1.21e-07,3.023e-06
1099,1.1121e-05,1.15e-07,3.857e-06
1100,8.408e-06,1.26e-07,2.111e-06
1101,4.586e-06,1.27e-07,2.325e-06
1102,1.2503e-05,1.19e-07,2.893e-06
1103,9.352e-06,1.18e-07,4.328e-06
1104,7.348e-06,1.21e-07,2.895e-06
1105,1.0869e-05,1.4e-07,4.158e-06
1106,6.928e-06,1.26e-07,3.004e-06
1107,1.5647e-05,1.18e-07,5.002e-06
1108,7.128e-06,1.22e-07,3.358e-06
1109,8.804e-06,1.21e-07,2.885e-06
1110,1.1757e-05,1.25e-07,4.466e-06
1111,5.756e-06,1.18e-07,2.491e-06
1112,6.529e-06,1.23e-07,2.175e-06
1113,6.799e-06,1.21e-07,3.905e-06
1114,1.6892e-05,1.18e-07,7.788e-06
1115,1.038e-05,1.21e-07,4.193e-06
1116,7.336e-06,1.2e-07,2.917e-06
1117,5.88e-06,1.21e-07,2.201e-06
1118,4.404e-06,1.2e-07,1.321e-06
1119,6.53e-06,1.22e-07,2.513e-06
1120,3.122e-06,1.25e-07,1.406e-06
1121,1.0029e-05,1.23e-07,2.109e-06
1122,7.62e-06,1.19e-07,2.881e-06
1123,4.786e-06,1.2e-07,1.909e-06
1124,9.315e-06,1.18e-07,3.007e-06
1125,8.716e-06,1.23e-07,4.618e-06
1126,6.208e-06,1.21e-07,2.469e-06
1127,3.397e-06,1.32e-07,9.16e-07
1128,6.33e-06,1.23e-07,2.91e-06
1129,8.815e-06,1.24e-07,2.537e-06
1130,8.907e-06,1.3e-07,3.763e-06
1131,8.064e-06,1.2e-07,2.847e-06
1132,5.458e-06,1.24e-07,1.701e-06
1133,1.334e-05,1.23e-07,5.045e-06
1134,8.236e-06,1.22e-07,3.517e-06
1135,8.164e-06,1.17e-07,3.336e-06
1136,5.715e-06,1.22e-07,1.224e-06
1137,9.332e-06,1.32e-07,2.923e-06
1138,7.461e-06,1.22e-07,1.693e-06
1139,4.656e-06,1.24e-07,8.93e-07
1140,1.0205e-05,1.21e-07,5.31e-06
1141,6.09e-06,1.24e-07,1.753e-06
1142,9.664e-06,1.18e-07,4.62e-06
1143,6.383e-06,1.24e-07,2.972e-06
1144,8.864e-06,1.21e-07,3.496e-06
1145,8.653e-06,1.17e-07,3.701e-06
1146,5.617e-06,1.19e-07,1.761e-06
1147,1.1646e-05,1.24e-07,4.265e-06
1148,1.0037e-05,1.17e-07,3.022e-06
1149,6.286e-06,1.19e-07,3.458e-06
1150,7.048e-06,1.25e-07,2.321e-06
1151,1.0736e-05,1.23e-07,3.979e-06
1152,1.1237e-05,1.2e-07,4.655e-06
1153,8.945e-06,1.23e-07,2.981e-06
1154,4.008e-06,1.45e-07,9.77e-07
1155,1.3935e-05,1.17e-07,5.743e-06
1156,1.2989e-05,1.21e-07,4.114e-06
1157,5.065e-06,1.23e-07,2.326e-06
1158,6.307e-06,1.2e-07,2.95e-06
1159,9.575e-06,1.22e-07,4.594e-06
1160,7.955e-06,1.21e-07,3.164e-06
1161,5.75e-06,1.25e-07,3.31e-06
1162,9.598e-06,1.22e-07,4.662e-06
1163,8.051e-06,1.18e-07,3.287e-06
1164,9.146e-06,1.23e-07,2.443e-06
1165,7.192e-06,1.19e-07,4.426e-06
1166,5.738e-06,1.2e-07,2.505e-06
1167,7.9e-06,1.23e-07,3.833e-06
1168,8.394e-06,1.24e-07,2.092e-06
1169,7.659e-06,1.2e-07,3.029e-06
1170,1.2719e-05,1.21e-07,5.211e-06
1171,8.155e-06,1.19e-07,3.185e-06
1172,1.0285e-05,1.2e-07,2.903e-06
1173,8.765e-06,1.21e-07,2.92e-06
1174,9.107e-06,1.2e-07,3.242e-06
1175,1.5141e-05,1.17e-07,3.36e-06
1176,1.1843e-05,1.23e-07,3.775e-06
1177,1.5761e-05,1.24e-07,5.078e-06
1178,1.1596e-05,1.26e-07,5.336e-06
1179,4.708e-06,1.23e-07,2.517e-06
1180,1.0055e-05,1.2e-07,3.351e-06
1181,7.422e-06,1.2e-07,3.342e-06
1182,5.821e-06,1.2e-07,1.757e-06
1183,6.906e-06,1.21e-07,2.487e-06
1184,6.771e-06,1.25e-07,3.566e-06
1185,1.2303e-05,1.2e-07,4.872e-06
1186,1.1061e-05,1.17e-07,3.342e-06
1187,7.688e-06,1.23e-07,2.02e-06
1188,1.0687e-05,1.26e-07,4.263e-06
1189,6.627e-06,1.22e-07,2.939e-06
1190,1.0982e-05,1.21e-07,5.177e-06
1191,6.828e-06,1.2e-07,2.062e-06
1192,1.1703e-05,1.25e-07,3.867e-06
1193,1.0011e-05,1.23e-07,1.239e-06
1194,3.603e-06,1.22e-07,2.204e-06
1195,6.637e-06,1.19e-07,2.883e-06
